word	year	freq
miles	1500	0
miles	1550	1
miles	1600	0
miles	1650	0
miles	1700	0
miles	1750	0
land	1500	0
land	1550	3
land	1600	0
land	1650	0
land	1700	0
land	1750	0
weare	1500	0
weare	1550	2
weare	1600	8
weare	1650	0
weare	1700	0
weare	1750	0
